hhId,lon,lat,income,pId,age,gender,isEmployed
242931,18.677044,-33.815223,614400,842962,44,m,true
242932,18.678253,-33.813846,0,842963,29,f,false
242932,18.678253,-33.813846,0,842964,4,f,false
242935,18.677665,-33.815537,0,842970,52,m,true
242935,18.677665,-33.815537,0,842971,48,f,false
242940,18.676912,-33.815266,307200,842978,43,m,false
242940,18.676912,-33.815266,307200,842979,45,f,true
242940,18.676912,-33.815266,307200,842980,19,f,true
242941,18.677217,-33.814601,0,842981,46,m,true
242941,18.677217,-33.814601,0,842982,69,f,false
242951,18.677590,-33.813962,0,842995,56,m,false
242951,18.677590,-33.813962,0,842996,56,f,false
242952,18.676838,-33.814526,76800,842997,30,f,true
242954,18.676664,-33.815030,307200,842999,33,m,true
242954,18.676664,-33.815030,307200,843000,30,f,true
242954,18.676664,-33.815030,307200,843001,5,f,false
242956,18.677336,-33.813672,307200,843007,65,f,false
242963,18.677681,-33.814540,153600,843016,62,m,true
242963,18.677681,-33.814540,153600,843017,44,f,true
267585,18.674836,-33.829769,1228800,921418,56,m,true
267585,18.674836,-33.829769,1228800,921419,62,f,true
267778,18.674814,-33.829746,614400,921846,55,m,true
267829,18.675629,-33.831080,614400,921977,66,m,false
267829,18.675629,-33.831080,614400,921978,57,f,true
267829,18.675629,-33.831080,614400,921979,33,m,true
268082,18.679126,-33.833733,0,922557,25,m,false
268127,18.675131,-33.830300,614400,922653,41,m,false
268127,18.675131,-33.830300,614400,922654,37,m,false
268127,18.675131,-33.830300,614400,922655,55,m,false
268180,18.674887,-33.829898,307200,922772,44,f,true
331953,18.678663,-33.817995,153600,1152995,42,m,true
331954,18.677527,-33.816006,153600,1152996,30,f,true
331955,18.678016,-33.817405,307200,1152997,35,m,true
331955,18.678016,-33.817405,307200,1152998,38,f,true
331955,18.678016,-33.817405,307200,1152999,6,f,false
331955,18.678016,-33.817405,307200,1153000,3,m,false
331956,18.678173,-33.815768,38400,1153001,28,f,true
331957,18.678143,-33.817130,307200,1153002,44,f,true
331957,18.678143,-33.817130,307200,1153003,22,m,false
331957,18.678143,-33.817130,307200,1153004,18,f,false
331958,18.680282,-33.818416,614400,1153005,31,f,true
331959,18.676851,-33.816706,614400,1153006,38,m,true
331959,18.676851,-33.816706,614400,1153007,37,f,true
331959,18.676851,-33.816706,614400,1153008,2,m,false
331960,18.679346,-33.815162,1228800,1153009,42,m,true
331960,18.679346,-33.815162,1228800,1153010,45,f,true
331961,18.678709,-33.819755,1228800,1153011,29,m,true
331961,18.678709,-33.819755,1228800,1153012,27,f,true
331962,18.676442,-33.815718,614400,1153013,67,m,false
331962,18.676442,-33.815718,614400,1153014,64,f,true
331963,18.677462,-33.816567,1228800,1153015,39,f,true
331963,18.677462,-33.816567,1228800,1153016,52,m,true
331964,18.676336,-33.816265,2457600,1153017,48,m,true
331964,18.676336,-33.816265,2457600,1153018,49,f,false
331964,18.676336,-33.816265,2457600,1153019,16,f,false
331964,18.676336,-33.816265,2457600,1153020,14,f,false
331965,18.677357,-33.818290,614400,1153021,43,m,true
331965,18.677357,-33.818290,614400,1153022,33,f,false
331965,18.677357,-33.818290,614400,1153023,9,f,false
331965,18.677357,-33.818290,614400,1153024,8,m,false
331966,18.678152,-33.816187,153600,1153025,27,f,false
331967,18.678433,-33.819109,614400,1153026,43,m,true
331968,18.679397,-33.818861,0,1153027,39,f,true
331968,18.679397,-33.818861,0,1153028,58,f,false
331969,18.679766,-33.819367,614400,1153029,50,m,true
331969,18.679766,-33.819367,614400,1153030,61,f,true
331970,18.678847,-33.815212,2457600,1153031,33,m,true
331970,18.678847,-33.815212,2457600,1153032,32,f,true
331970,18.678847,-33.815212,2457600,1153033,4,m,false
331970,18.678847,-33.815212,2457600,1153034,0,f,false
331971,18.678287,-33.816615,1228800,1153035,43,m,true
331971,18.678287,-33.816615,1228800,1153036,41,f,true
331971,18.678287,-33.816615,1228800,1153037,7,f,false
331971,18.678287,-33.816615,1228800,1153038,11,m,false
331972,18.678987,-33.819885,307200,1153039,30,m,true
331972,18.678987,-33.819885,307200,1153040,30,f,true
331973,18.679657,-33.818505,1228800,1153041,58,f,true
331973,18.679657,-33.818505,1228800,1153042,53,m,true
331973,18.679657,-33.818505,1228800,1153043,23,m,true
331973,18.679657,-33.818505,1228800,1153044,19,m,true
331974,18.678691,-33.819130,2457600,1153045,92,m,false
331974,18.678691,-33.819130,2457600,1153046,87,f,false
331974,18.678691,-33.819130,2457600,1153047,66,f,false
331975,18.678382,-33.818039,2457600,1153048,44,m,true
331975,18.678382,-33.818039,2457600,1153049,39,f,true
331975,18.678382,-33.818039,2457600,1153050,6,m,false
331975,18.678382,-33.818039,2457600,1153051,3,m,false
331976,18.678155,-33.817424,614400,1153052,31,m,true
331976,18.678155,-33.817424,614400,1153053,28,f,true
331976,18.678155,-33.817424,614400,1153054,6,m,false
331977,18.679268,-33.817193,1228800,1153055,60,m,true
331977,18.679268,-33.817193,1228800,1153056,55,f,false
331977,18.679268,-33.817193,1228800,1153057,26,f,true
331977,18.679268,-33.817193,1228800,1153058,24,m,true
331977,18.679268,-33.817193,1228800,1153059,5,f,false
331978,18.677937,-33.819610,614400,1153060,27,m,true
331979,18.678325,-33.816795,0,1153061,45,f,false
331980,18.679536,-33.815722,2457600,1153062,49,m,true
331980,18.679536,-33.815722,2457600,1153063,40,f,true
331980,18.679536,-33.815722,2457600,1153064,21,m,false
331980,18.679536,-33.815722,2457600,1153065,11,f,false
331980,18.679536,-33.815722,2457600,1153066,4,m,false
331981,18.679642,-33.815870,1228800,1153067,49,f,true
331981,18.679642,-33.815870,1228800,1153068,61,m,true
331982,18.679231,-33.819487,1228800,1153069,36,f,true
331982,18.679231,-33.819487,1228800,1153070,46,m,true
331983,18.680505,-33.817222,307200,1153071,57,f,true
331984,18.677095,-33.818637,2457600,1153072,41,m,true
331984,18.677095,-33.818637,2457600,1153073,41,f,false
331984,18.677095,-33.818637,2457600,1153074,1,m,false
331985,18.679057,-33.815401,153600,1153075,33,f,false
331986,18.676524,-33.816489,614400,1153076,74,m,false
331986,18.676524,-33.816489,614400,1153077,67,f,false
331987,18.679264,-33.815942,2457600,1153078,38,m,true
331987,18.679264,-33.815942,2457600,1153079,28,f,true
331987,18.679264,-33.815942,2457600,1153080,0,m,false
331988,18.676536,-33.816697,1228800,1153081,30,f,true
331988,18.676536,-33.816697,1228800,1153082,35,f,true
331989,18.677421,-33.819201,614400,1153083,31,m,true
331989,18.677421,-33.819201,614400,1153084,25,f,true
331990,18.679196,-33.816205,1228800,1153085,43,m,true
331990,18.679196,-33.816205,1228800,1153086,31,f,true
331991,18.678924,-33.817906,2457600,1153087,61,m,false
331991,18.678924,-33.817906,2457600,1153088,62,f,false
331992,18.676544,-33.816997,2457600,1153089,45,m,true
331992,18.676544,-33.816997,2457600,1153090,45,f,true
331992,18.676544,-33.816997,2457600,1153091,14,f,false
331992,18.676544,-33.816997,2457600,1153092,11,m,false
331992,18.676544,-33.816997,2457600,1153093,29,m,true
331992,18.676544,-33.816997,2457600,1153094,82,m,false
331992,18.676544,-33.816997,2457600,1153095,81,f,false
331993,18.680684,-33.818399,307200,1153096,76,f,false
331994,18.677932,-33.819191,1228800,1153097,37,m,true
331994,18.677932,-33.819191,1228800,1153098,37,f,true
331994,18.677932,-33.819191,1228800,1153099,0,f,false
331994,18.677932,-33.819191,1228800,1153100,25,f,true
331995,18.681386,-33.818982,1228800,1153101,47,m,true
331995,18.681386,-33.818982,1228800,1153102,40,f,true
331996,18.676865,-33.816281,153600,1153103,73,f,false
331997,18.679607,-33.819169,2457600,1153104,49,m,true
331997,18.679607,-33.819169,2457600,1153105,40,f,true
331997,18.679607,-33.819169,2457600,1153106,12,f,false
331997,18.679607,-33.819169,2457600,1153107,9,f,false
331998,18.678765,-33.816713,0,1153108,45,m,false
331998,18.678765,-33.816713,0,1153109,36,m,false
331998,18.678765,-33.816713,0,1153110,44,m,false
331999,18.680098,-33.819172,0,1153111,22,m,false
332000,18.679174,-33.816828,153600,1153112,54,f,true
332001,18.679864,-33.817473,614400,1153113,34,m,true
332002,18.678242,-33.819827,307200,1153114,75,f,false
332003,18.680662,-33.817926,1228800,1153115,56,f,true
332003,18.680662,-33.817926,1228800,1153116,23,f,true
332003,18.680662,-33.817926,1228800,1153117,25,m,true
332004,18.678104,-33.816180,153600,1153118,62,f,false
332005,18.679284,-33.819146,153600,1153119,67,f,false
332006,18.680272,-33.817352,1228800,1153120,34,f,true
332006,18.680272,-33.817352,1228800,1153121,43,f,true
332006,18.680272,-33.817352,1228800,1153122,72,m,false
332006,18.680272,-33.817352,1228800,1153123,59,f,false
332007,18.678892,-33.816112,614400,1153124,63,m,false
332007,18.678892,-33.816112,614400,1153125,46,f,false
332007,18.678892,-33.816112,614400,1153126,14,m,false
332008,18.678880,-33.816283,614400,1153127,33,f,true
332009,18.680146,-33.817282,1228800,1153128,40,m,true
332009,18.680146,-33.817282,1228800,1153129,37,f,true
332010,18.679647,-33.814839,2457600,1153130,33,m,true
332010,18.679647,-33.814839,2457600,1153131,33,f,true
332010,18.679647,-33.814839,2457600,1153132,1,f,false
332011,18.677839,-33.816343,1228800,1153133,46,m,true
332011,18.677839,-33.816343,1228800,1153134,47,f,true
332011,18.677839,-33.816343,1228800,1153135,11,f,false
332011,18.677839,-33.816343,1228800,1153136,9,m,false
332012,18.677743,-33.819438,1228800,1153137,49,f,true
332012,18.677743,-33.819438,1228800,1153138,43,m,false
332012,18.677743,-33.819438,1228800,1153139,19,m,false
332013,18.679138,-33.815872,1228800,1153140,31,m,true
332013,18.679138,-33.815872,1228800,1153141,29,f,true
332014,18.676391,-33.817005,307200,1153142,47,m,true
332014,18.676391,-33.817005,307200,1153143,46,f,true
332015,18.676485,-33.817914,307200,1153144,44,f,true
332015,18.676485,-33.817914,307200,1153145,44,f,false
332016,18.680362,-33.817744,1228800,1153146,59,m,true
332016,18.680362,-33.817744,1228800,1153147,54,f,false
332017,18.677011,-33.817213,0,1153148,25,m,false
332018,18.680361,-33.817680,38400,1153149,63,f,false
332018,18.680361,-33.817680,38400,1153150,68,f,false
332019,18.677601,-33.816959,307200,1153151,54,m,true
332019,18.677601,-33.816959,307200,1153152,53,f,true
332019,18.677601,-33.816959,307200,1153153,28,f,true
332020,18.679078,-33.818184,1228800,1153154,41,m,true
332020,18.679078,-33.818184,1228800,1153155,38,f,true
332020,18.679078,-33.818184,1228800,1153156,4,f,false
332020,18.679078,-33.818184,1228800,1153157,4,f,false
332021,18.679534,-33.816156,153600,1153158,77,f,false
332022,18.678990,-33.817061,2457600,1153159,44,m,true
332022,18.678990,-33.817061,2457600,1153160,42,f,false
332022,18.678990,-33.817061,2457600,1153161,23,m,false
332022,18.678990,-33.817061,2457600,1153162,21,m,false
332023,18.678291,-33.817251,1228800,1153163,44,m,true
332023,18.678291,-33.817251,1228800,1153164,45,f,true
332023,18.678291,-33.817251,1228800,1153165,13,f,false
332023,18.678291,-33.817251,1228800,1153166,9,f,false
332023,18.678291,-33.817251,1228800,1153167,7,m,false
332024,18.676568,-33.816561,38400,1153168,49,f,false
332024,18.676568,-33.816561,38400,1153169,21,m,false
332024,18.676568,-33.816561,38400,1153170,19,f,false
332024,18.676568,-33.816561,38400,1153171,13,m,false
332024,18.676568,-33.816561,38400,1153172,16,f,true
332025,18.678685,-33.816428,307200,1153173,23,f,true
332026,18.679796,-33.817364,0,1153174,22,m,true
332027,18.678527,-33.819852,614400,1153175,44,m,true
332027,18.678527,-33.819852,614400,1153176,42,f,false
332027,18.678527,-33.819852,614400,1153177,7,f,false
332028,18.678163,-33.816469,614400,1153178,45,m,true
332028,18.678163,-33.816469,614400,1153179,40,f,true
332028,18.678163,-33.816469,614400,1153180,17,m,false
332028,18.678163,-33.816469,614400,1153181,14,m,false
332029,18.681008,-33.818508,153600,1153182,40,f,true
332029,18.681008,-33.818508,153600,1153183,68,m,false
332029,18.681008,-33.818508,153600,1153184,59,f,false
332029,18.681008,-33.818508,153600,1153185,45,f,true
332030,18.678419,-33.816842,307200,1153186,27,m,true
332030,18.678419,-33.816842,307200,1153187,26,f,true
332030,18.678419,-33.816842,307200,1153188,1,f,false
332030,18.678419,-33.816842,307200,1153189,16,m,false
332031,18.676860,-33.816744,153600,1153190,36,f,true
332031,18.676860,-33.816744,153600,1153191,29,f,false
332032,18.678290,-33.819402,2457600,1153192,52,m,true
332032,18.678290,-33.819402,2457600,1153193,50,f,true
332032,18.678290,-33.819402,2457600,1153194,16,m,false
332032,18.678290,-33.819402,2457600,1153195,75,f,false
332033,18.681189,-33.818483,1228800,1153196,41,m,true
332033,18.681189,-33.818483,1228800,1153197,40,f,false
332033,18.681189,-33.818483,1228800,1153198,15,m,false
332033,18.681189,-33.818483,1228800,1153199,13,m,false
332033,18.681189,-33.818483,1228800,1153200,11,m,false
332033,18.681189,-33.818483,1228800,1153201,9,f,false
332033,18.681189,-33.818483,1228800,1153202,7,f,false
332034,18.679709,-33.816299,1228800,1153203,43,m,true
332034,18.679709,-33.816299,1228800,1153204,41,f,true
332034,18.679709,-33.816299,1228800,1153205,64,f,false
332035,18.679268,-33.815115,1228800,1153206,18,f,false
332035,18.679268,-33.815115,1228800,1153207,45,f,true
332035,18.679268,-33.815115,1228800,1153208,21,m,true
332035,18.679268,-33.815115,1228800,1153209,19,f,true
332036,18.675182,-33.816637,1228800,1153210,36,m,true
332036,18.675182,-33.816637,1228800,1153211,16,f,true
332036,18.675182,-33.816637,1228800,1153212,29,f,true
332036,18.675182,-33.816637,1228800,1153213,13,m,false
332037,18.679129,-33.817638,307200,1153214,62,m,true
332037,18.679129,-33.817638,307200,1153215,63,f,false
332037,18.679129,-33.817638,307200,1153216,24,f,true
332037,18.679129,-33.817638,307200,1153217,24,m,true
332038,18.678173,-33.818159,153600,1153218,80,m,false
332038,18.678173,-33.818159,153600,1153219,79,f,false
332039,18.676467,-33.815801,1228800,1153220,46,m,true
332039,18.676467,-33.815801,1228800,1153221,50,f,true
332039,18.676467,-33.815801,1228800,1153222,2,m,false
332039,18.676467,-33.815801,1228800,1153223,7,f,false
332039,18.676467,-33.815801,1228800,1153224,54,f,true
332040,18.676175,-33.817430,1228800,1153225,40,m,true
332040,18.676175,-33.817430,1228800,1153226,36,f,true
332040,18.676175,-33.817430,1228800,1153227,10,m,false
332041,18.678132,-33.816390,2457600,1153228,41,f,true
332041,18.678132,-33.816390,2457600,1153229,17,m,false
332042,18.680304,-33.817967,307200,1153230,40,m,true
332042,18.680304,-33.817967,307200,1153231,26,f,false
332042,18.680304,-33.817967,307200,1153232,1,m,false
332043,18.678631,-33.816389,153600,1153233,59,f,false
332044,18.677240,-33.818840,153600,1153234,53,f,false
332044,18.677240,-33.818840,153600,1153235,18,f,false
332045,18.680426,-33.817781,153600,1153236,52,m,true
332045,18.680426,-33.817781,153600,1153237,57,f,false
332046,18.676141,-33.817174,2457600,1153238,54,m,true
332046,18.676141,-33.817174,2457600,1153239,50,f,true
332046,18.676141,-33.817174,2457600,1153240,16,f,false
332047,18.676521,-33.817907,153600,1153241,33,m,true
332047,18.676521,-33.817907,153600,1153242,37,f,true
332047,18.676521,-33.817907,153600,1153243,9,f,false
332047,18.676521,-33.817907,153600,1153244,9,m,false
332048,18.677401,-33.816412,153600,1153245,45,f,true
332048,18.677401,-33.816412,153600,1153246,23,m,true
332048,18.677401,-33.816412,153600,1153247,25,m,false
332049,18.679531,-33.815643,153600,1153248,52,m,false
332050,18.678854,-33.817759,2457600,1153249,39,f,true
332050,18.678854,-33.817759,2457600,1153250,48,m,true
332050,18.678854,-33.817759,2457600,1153251,11,m,false
332050,18.678854,-33.817759,2457600,1153252,10,m,false
332050,18.678854,-33.817759,2457600,1153253,6,f,false
332051,18.678156,-33.816552,614400,1153254,60,f,false
332051,18.678156,-33.816552,614400,1153255,62,m,true
332052,18.676218,-33.817771,307200,1153256,42,f,true
332052,18.676218,-33.817771,307200,1153257,14,f,false
332052,18.676218,-33.817771,307200,1153258,9,f,false
332052,18.676218,-33.817771,307200,1153259,12,m,false
332053,18.678080,-33.815714,1228800,1153260,47,m,true
332053,18.678080,-33.815714,1228800,1153261,44,f,false
332053,18.678080,-33.815714,1228800,1153262,25,m,false
332053,18.678080,-33.815714,1228800,1153263,17,f,true
332054,18.677739,-33.819590,2457600,1153264,37,m,true
332054,18.677739,-33.819590,2457600,1153265,33,f,true
332054,18.677739,-33.819590,2457600,1153266,6,m,false
332054,18.677739,-33.819590,2457600,1153267,3,f,false
332055,18.678314,-33.816069,307200,1153268,71,m,false
332055,18.678314,-33.816069,307200,1153269,70,f,false
332056,18.676041,-33.816977,153600,1153270,33,m,true
332056,18.676041,-33.816977,153600,1153271,33,f,true
332057,18.676758,-33.817007,1228800,1153272,20,m,true
332058,18.678648,-33.815920,1228800,1153273,33,m,true
332058,18.678648,-33.815920,1228800,1153274,34,f,true
332059,18.678275,-33.815998,614400,1153275,50,m,true
332059,18.678275,-33.815998,614400,1153276,55,f,true
332059,18.678275,-33.815998,614400,1153277,81,f,false
332060,18.680507,-33.817447,614400,1153278,53,m,true
332060,18.680507,-33.817447,614400,1153279,53,f,true
332061,18.675154,-33.816565,1228800,1153280,48,m,true
332061,18.675154,-33.816565,1228800,1153281,44,f,true
332061,18.675154,-33.816565,1228800,1153282,16,f,false
332061,18.675154,-33.816565,1228800,1153283,14,m,false
332061,18.675154,-33.816565,1228800,1153284,9,m,false
332062,18.680486,-33.818652,307200,1153285,45,m,true
332062,18.680486,-33.818652,307200,1153286,34,f,true
332062,18.680486,-33.818652,307200,1153287,26,f,false
332063,18.678174,-33.818321,307200,1153288,36,m,true
332064,18.676036,-33.817068,153600,1153289,51,m,true
332064,18.676036,-33.817068,153600,1153290,51,f,true
332064,18.676036,-33.817068,153600,1153291,23,f,true
332064,18.676036,-33.817068,153600,1153292,19,m,false
332065,18.676872,-33.816904,614400,1153293,52,m,false
332065,18.676872,-33.816904,614400,1153294,52,f,true
332066,18.676545,-33.817824,1228800,1153295,58,m,true
332067,18.680006,-33.819393,614400,1153296,66,f,false
332067,18.680006,-33.819393,614400,1153297,52,f,true
332068,18.679923,-33.815293,614400,1153298,72,m,false
332068,18.679923,-33.815293,614400,1153299,72,f,false
332069,18.679819,-33.819566,614400,1153300,38,f,true
332070,18.678510,-33.817551,614400,1153301,46,m,true
332070,18.678510,-33.817551,614400,1153302,39,f,true
332071,18.679976,-33.819527,307200,1153303,43,m,true
332071,18.679976,-33.819527,307200,1153304,59,f,true
332072,18.677098,-33.816818,2457600,1153305,80,m,false
332072,18.677098,-33.816818,2457600,1153306,74,f,false
332073,18.678900,-33.818287,0,1153307,47,m,true
332073,18.678900,-33.818287,0,1153308,46,f,true
332073,18.678900,-33.818287,0,1153309,23,f,true
332073,18.678900,-33.818287,0,1153310,26,f,false
332073,18.678900,-33.818287,0,1153311,13,m,false
332073,18.678900,-33.818287,0,1153312,4,f,false
332074,18.676542,-33.817375,153600,1153313,69,m,false
332075,18.680205,-33.818483,307200,1153314,44,m,true
332075,18.680205,-33.818483,307200,1153315,39,f,false
332075,18.680205,-33.818483,307200,1153316,16,f,false
332075,18.680205,-33.818483,307200,1153317,5,f,false
332076,18.680289,-33.816740,614400,1153318,53,m,true
332076,18.680289,-33.816740,614400,1153319,48,f,true
332076,18.680289,-33.816740,614400,1153320,24,f,true
332076,18.680289,-33.816740,614400,1153321,20,f,true
332076,18.680289,-33.816740,614400,1153322,14,m,false
332076,18.680289,-33.816740,614400,1153323,82,f,false
332077,18.678584,-33.819902,153600,1153324,36,f,true
332078,18.677997,-33.819345,307200,1153325,81,m,false
332078,18.677997,-33.819345,307200,1153326,70,f,false
332079,18.679678,-33.816623,307200,1153327,35,m,true
332079,18.679678,-33.816623,307200,1153328,32,f,false
332079,18.679678,-33.816623,307200,1153329,3,m,false
332079,18.679678,-33.816623,307200,1153330,0,f,false
332079,18.679678,-33.816623,307200,1153331,63,m,false
332079,18.679678,-33.816623,307200,1153332,60,f,false
332080,18.680409,-33.818198,2457600,1153333,47,m,true
332080,18.680409,-33.818198,2457600,1153334,46,f,false
332080,18.680409,-33.818198,2457600,1153335,17,m,false
332081,18.676061,-33.817491,1228800,1153336,69,m,false
332081,18.676061,-33.817491,1228800,1153337,62,f,false
332082,18.678054,-33.817409,2457600,1153338,49,f,true
332082,18.678054,-33.817409,2457600,1153339,53,m,true
332082,18.678054,-33.817409,2457600,1153340,10,f,false
332083,18.676046,-33.817594,1228800,1153341,40,f,true
332084,18.678028,-33.816958,1228800,1153342,33,m,true
332085,18.680360,-33.817785,153600,1153343,59,f,true
332085,18.680360,-33.817785,153600,1153344,17,f,false
332086,18.678403,-33.816487,614400,1153345,42,m,true
332086,18.678403,-33.816487,614400,1153346,45,f,true
332086,18.678403,-33.816487,614400,1153347,4,m,false
332087,18.680272,-33.819240,153600,1153348,74,m,false
332087,18.680272,-33.819240,153600,1153349,59,f,true
332088,18.679575,-33.816444,614400,1153350,42,f,true
332088,18.679575,-33.816444,614400,1153351,32,f,true
332089,18.679685,-33.818866,153600,1153352,36,m,true
332089,18.679685,-33.818866,153600,1153353,29,f,true
332090,18.679107,-33.818742,614400,1153354,28,m,true
332090,18.679107,-33.818742,614400,1153355,32,m,true
332091,18.676297,-33.817441,1228800,1153356,42,m,true
332091,18.676297,-33.817441,1228800,1153357,45,f,true
332091,18.676297,-33.817441,1228800,1153358,13,m,false
332092,18.678340,-33.817081,1228800,1153359,34,m,true
332092,18.678340,-33.817081,1228800,1153360,32,f,true
332093,18.680720,-33.818693,614400,1153361,28,m,true
332093,18.680720,-33.818693,614400,1153362,28,f,false
332093,18.680720,-33.818693,614400,1153363,1,f,false
332094,18.678357,-33.815598,307200,1153364,51,f,true
332094,18.678357,-33.815598,307200,1153365,52,m,true
332095,18.679349,-33.815974,614400,1153366,48,m,true
332095,18.679349,-33.815974,614400,1153367,42,f,false
332095,18.679349,-33.815974,614400,1153368,9,f,false
332095,18.679349,-33.815974,614400,1153369,2,m,false
332096,18.675075,-33.816589,307200,1153370,40,m,true
332096,18.675075,-33.816589,307200,1153371,36,f,true
332096,18.675075,-33.816589,307200,1153372,17,m,false
332096,18.675075,-33.816589,307200,1153373,13,f,false
332096,18.675075,-33.816589,307200,1153374,61,f,false
332097,18.679467,-33.817407,2457600,1153375,32,m,true
332097,18.679467,-33.817407,2457600,1153376,32,f,true
332097,18.679467,-33.817407,2457600,1153377,2,m,false
332097,18.679467,-33.817407,2457600,1153378,0,m,false
332098,18.678145,-33.818164,1228800,1153379,34,m,true
332098,18.678145,-33.818164,1228800,1153380,53,f,false
332099,18.678438,-33.818665,1228800,1153381,51,m,true
332099,18.678438,-33.818665,1228800,1153382,48,f,true
332099,18.678438,-33.818665,1228800,1153383,19,f,false
332099,18.678438,-33.818665,1228800,1153384,16,f,false
332100,18.679577,-33.819694,0,1153385,82,f,false
332101,18.677454,-33.818407,614400,1153386,45,f,true
332102,18.680622,-33.818101,2457600,1153387,45,m,true
332102,18.680622,-33.818101,2457600,1153388,35,f,true
332102,18.680622,-33.818101,2457600,1153389,15,f,false
332102,18.680622,-33.818101,2457600,1153390,12,f,false
332103,18.675944,-33.816793,614400,1153391,72,m,false
332103,18.675944,-33.816793,614400,1153392,72,f,false
340400,18.678520,-33.827073,153600,1182502,65,f,false
340400,18.678520,-33.827073,153600,1182503,75,m,false
340401,18.678103,-33.828293,307200,1182504,48,m,true
340401,18.678103,-33.828293,307200,1182505,42,f,true
340401,18.678103,-33.828293,307200,1182506,7,m,false
340401,18.678103,-33.828293,307200,1182507,5,m,false
340402,18.676470,-33.824935,614400,1182508,41,m,true
340402,18.676470,-33.824935,614400,1182509,36,f,false
340402,18.676470,-33.824935,614400,1182510,2,f,false
340403,18.677801,-33.825303,38400,1182511,28,f,true
340404,18.678742,-33.826100,614400,1182512,48,m,true
340404,18.678742,-33.826100,614400,1182513,48,f,true
340404,18.678742,-33.826100,614400,1182514,73,m,false
340404,18.678742,-33.826100,614400,1182515,68,f,false
340404,18.678742,-33.826100,614400,1182516,23,f,false
340404,18.678742,-33.826100,614400,1182517,22,m,false
340404,18.678742,-33.826100,614400,1182518,59,f,false
340405,18.678140,-33.824828,614400,1182519,44,m,true
340405,18.678140,-33.824828,614400,1182520,42,f,false
340405,18.678140,-33.824828,614400,1182521,16,m,false
340405,18.678140,-33.824828,614400,1182522,19,f,false
340406,18.676682,-33.825584,4915200,1182523,48,m,true
340406,18.676682,-33.825584,4915200,1182524,48,f,true
340406,18.676682,-33.825584,4915200,1182525,15,m,false
340406,18.676682,-33.825584,4915200,1182526,13,m,false
340406,18.676682,-33.825584,4915200,1182527,58,f,true
340407,18.676879,-33.825731,307200,1182528,54,m,true
340407,18.676879,-33.825731,307200,1182529,49,m,true
340408,18.678331,-33.826633,76800,1182530,45,m,true
340408,18.678331,-33.826633,76800,1182531,45,f,false
340408,18.678331,-33.826633,76800,1182532,24,f,true
340409,18.678950,-33.826949,1228800,1182533,45,m,true
340409,18.678950,-33.826949,1228800,1182534,43,f,true
340409,18.678950,-33.826949,1228800,1182535,9,m,false
340409,18.678950,-33.826949,1228800,1182536,7,f,false
340410,18.678525,-33.825897,1228800,1182537,52,m,true
340410,18.678525,-33.825897,1228800,1182538,49,f,true
340410,18.678525,-33.825897,1228800,1182539,19,m,false
340410,18.678525,-33.825897,1228800,1182540,12,m,false
340411,18.677246,-33.824641,153600,1182541,39,f,true
340412,18.676642,-33.825135,76800,1182542,71,m,false
340412,18.676642,-33.825135,76800,1182543,68,f,false
340413,18.678153,-33.825731,153600,1182544,73,f,false
340414,18.679681,-33.827472,614400,1182545,43,m,true
340415,18.678069,-33.826162,307200,1182546,36,f,true
340416,18.677950,-33.824498,614400,1182547,50,m,true
340416,18.677950,-33.824498,614400,1182548,61,f,true
340417,18.676761,-33.825622,614400,1182549,43,f,true
340417,18.676761,-33.825622,614400,1182550,12,m,false
340417,18.676761,-33.825622,614400,1182551,9,f,false
340418,18.676785,-33.825739,307200,1182552,37,f,true
340418,18.676785,-33.825739,307200,1182553,11,f,false
340418,18.676785,-33.825739,307200,1182554,8,m,false
340419,18.677510,-33.824327,307200,1182555,78,m,false
340419,18.677510,-33.824327,307200,1182556,69,f,false
340420,18.676246,-33.824765,614400,1182557,50,m,true
340420,18.676246,-33.824765,614400,1182558,39,f,true
340421,18.679643,-33.827515,4915200,1182559,45,m,true
340421,18.679643,-33.827515,4915200,1182560,45,f,true
340421,18.679643,-33.827515,4915200,1182561,15,f,true
340421,18.679643,-33.827515,4915200,1182562,11,f,false
340422,18.677434,-33.824978,307200,1182563,50,f,true
340422,18.677434,-33.824978,307200,1182564,26,m,true
340422,18.677434,-33.824978,307200,1182565,22,m,false
340423,18.678348,-33.827010,614400,1182566,31,m,true
340423,18.678348,-33.827010,614400,1182567,28,f,true
340423,18.678348,-33.827010,614400,1182568,6,m,false
340424,18.677043,-33.825157,614400,1182569,37,m,true
340424,18.677043,-33.825157,614400,1182570,31,f,true
340425,18.677930,-33.825232,307200,1182571,34,m,true
340426,18.678910,-33.828027,0,1182572,45,f,false
340427,18.678329,-33.826669,153600,1182573,40,m,false
340427,18.678329,-33.826669,153600,1182574,35,f,true
340428,18.677671,-33.825978,38400,1182575,79,f,false
340429,18.676805,-33.824683,614400,1182576,40,m,true
340429,18.676805,-33.824683,614400,1182577,42,m,false
340430,18.678955,-33.827992,614400,1182578,61,f,false
340430,18.678955,-33.827992,614400,1182579,41,m,true
340430,18.678955,-33.827992,614400,1182580,39,f,false
340431,18.676413,-33.824975,153600,1182581,37,f,true
340432,18.678691,-33.826592,307200,1182582,30,m,true
340432,18.678691,-33.826592,307200,1182583,31,f,true
340432,18.678691,-33.826592,307200,1182584,2,m,false
